CustomerID,Tenure,MonthlyCharges,LoginFrequency,EngagementScore,SupportTickets,Churn
5334,24,1139,4,37,4,1
5335,32,3092,9,80,2,0
5336,20,3547,24,50,4,0
5337,52,1985,27,31,2,0
5338,69,4445,20,87,4,0
5339,16,4725,8,21,8,1
5340,39,790,28,30,8,1
5341,55,2345,6,38,6,0
5342,68,3940,17,62,7,1
5343,44,1317,27,12,3,1
5344,33,1839,24,77,9,1
5345,34,885,25,98,9,1
5346,37,3458,10,28,5,0
5347,13,4726,5,71,9,1
5348,55,1292,20,10,8,1
5349,36,4859,6,74,8,1
5350,11,2633,10,84,9,1
5351,68,2437,14,54,2,0
5352,31,4906,27,97,4,0
5353,67,4589,16,32,5,0
5354,39,2266,23,68,6,0
5355,31,3971,18,98,5,0
5356,45,4440,19,42,3,0
5357,65,3663,2,37,9,1
5358,17,1791,20,8,5,1
5359,68,1968,14,53,1,0
5360,32,4579,14,56,6,0
5361,1,746,27,83,8,1
5362,24,1635,28,49,3,0
5363,10,979,5,74,7,1
5364,28,2014,2,68,9,1
5365,40,1590,8,86,1,0
5366,18,3506,17,13,2,1
5367,63,1197,29,47,9,1
5368,38,1709,21,41,3,0
5369,61,1308,2,87,3,1
5370,44,4639,14,19,1,1
5371,42,3662,14,33,3,0
5372,39,4186,4,15,4,1
5373,17,3199,10,30,6,0
5374,19,1740,15,6,0,1
5375,66,2258,21,24,8,1
5376,10,2161,16,31,6,0
5377,15,3597,9,28,5,0
5378,56,1477,27,33,3,0
5379,31,2002,13,41,0,0
5380,8,948,2,6,9,1
5381,4,3453,15,87,8,1
5382,22,2536,11,76,0,0
5383,23,2385,25,39,5,0
5384,13,2867,10,96,3,0
5385,16,4140,1,42,0,1
5386,47,2303,23,29,8,1
5387,37,840,24,7,9,1
5388,30,1605,6,34,6,0
5389,42,1556,0,38,3,1
5390,41,3876,29,18,7,1
5391,60,3613,0,3,7,1
5392,58,3865,8,14,9,1
5393,2,3738,26,14,6,1
5394,21,280,12,39,5,0
5395,18,1379,17,36,4,0
5396,33,3979,11,24,3,1
5397,2,1857,1,35,8,1
5398,35,4659,2,65,6,1
5399,47,1634,17,44,6,0
5400,41,1007,0,45,8,1
5401,22,3934,3,77,7,1
5402,65,1221,0,2,9,1
5403,19,1075,18,14,5,1
5404,18,118,11,92,1,0
5405,51,4538,3,3,0,1
5406,17,819,18,95,1,0
5407,32,683,3,8,7,1
5408,20,2875,11,63,6,0
5409,41,342,26,31,7,1
5410,31,3021,6,16,1,1
5411,54,3144,11,24,5,1
5412,66,4354,10,83,2,0
5413,51,1945,18,88,4,0
5414,4,3981,13,15,8,1
5415,29,2116,17,87,9,1
5416,16,1245,17,17,8,1
5417,42,4321,23,66,8,1
5418,42,763,12,71,9,1
5419,52,3082,0,93,3,1
5420,44,2787,27,34,9,1
5421,65,1008,28,84,8,1
5422,48,3154,11,25,0,0
5423,30,3266,24,81,1,0
5424,54,2594,25,43,3,0
5425,2,3989,5,8,9,1
5426,71,3971,19,58,9,1
5427,36,1048,28,55,4,0
5428,4,4681,4,21,6,1
5429,4,3423,3,75,8,1
5430,7,820,17,50,8,1
5431,7,795,13,55,3,0
5432,36,1874,28,3,8,1
5433,61,4779,14,12,4,1
5434,30,219,19,71,4,0
5435,42,1702,10,38,6,0
5436,8,446,8,59,1,0
5437,42,2039,21,87,5,0
5438,32,587,28,55,5,0
5439,34,225,27,18,5,1
5440,15,4859,29,91,0,0
5441,68,473,27,67,8,1
5442,11,859,2,52,1,1
5443,50,1975,28,88,8,1
5444,20,2024,11,79,1,0
5445,21,3835,9,48,8,1
5446,55,4736,27,52,5,0
5447,71,2770,28,86,5,0
5448,39,1906,15,54,7,1
5449,36,4337,20,93,6,0
5450,51,789,9,7,7,1
5451,53,4003,9,69,3,0
5452,42,2469,3,39,4,1
5453,13,4808,11,36,0,0
5454,59,2127,15,16,6,1
5455,29,2057,16,5,9,1
5456,71,1926,27,16,0,1
5457,43,2786,1,91,4,1
5458,25,3516,27,40,8,1
5459,5,4216,27,90,2,0
5460,25,4558,8,7,0,1
5461,29,3734,0,19,1,1
5462,57,1137,27,92,6,0
5463,15,3849,27,81,1,0
5464,10,3339,0,57,5,1
5465,20,1212,2,36,5,1
5466,65,482,11,8,6,1
5467,1,4434,3,41,5,1
5468,38,4326,16,68,0,0
5469,42,2124,8,67,0,0
5470,30,2688,18,28,0,0
5471,56,1519,29,89,8,1
5472,50,4021,25,29,9,1
5473,19,1408,4,96,2,1
5474,16,779,17,65,4,0
5475,58,3733,20,74,5,0
5476,60,4257,24,25,8,1
5477,41,1151,23,17,2,1
5478,33,1298,8,92,6,0
5479,61,3902,22,24,7,1
5480,42,4065,18,46,9,1
5481,60,1804,26,2,9,1
5482,62,1011,15,43,4,0
5483,38,4070,26,36,5,0
5484,23,235,3,59,7,1
5485,48,3849,4,28,8,1
5486,14,4581,13,15,6,1
5487,24,1329,28,68,5,0
5488,28,4422,29,86,9,1
5489,3,3880,11,4,3,1
5490,54,2803,25,79,1,0
5491,9,2180,8,79,9,1
5492,6,4186,2,13,8,1
5493,11,3081,12,13,5,1
5494,71,4695,0,1,8,1
5495,41,846,0,21,5,1
5496,66,4629,4,63,6,1
5497,36,3953,5,97,1,0
5498,66,4754,4,93,2,1
5499,52,4049,20,59,9,1
5500,40,2978,3,85,6,1
5501,68,1621,2,14,2,1
5502,28,3806,8,79,0,0
5503,52,512,13,47,7,1
5504,37,3741,22,36,8,1
5505,69,3694,26,44,8,1
5506,8,993,19,66,2,0
5507,27,4338,0,94,3,1
5508,39,460,16,80,5,0
5509,9,4341,28,58,0,0
5510,11,2259,27,98,3,0
5511,64,1309,15,70,5,0
5512,16,3919,23,97,6,0
5513,59,3487,4,97,1,1
5514,22,844,17,21,8,1
5515,6,566,14,20,1,1
5516,2,3587,25,73,1,0
5517,15,4775,7,47,3,0
5518,35,3894,11,78,7,1
5519,36,673,1,32,6,1
5520,39,4707,4,77,8,1
5521,58,3183,14,70,7,1
5522,8,3720,10,9,7,1
5523,57,4310,4,7,1,1
5524,18,250,13,57,1,0
5525,45,1585,7,73,0,0
5526,53,2487,27,62,9,1
5527,34,1283,9,63,2,0
5528,39,594,4,82,8,1
5529,30,1806,22,96,1,0
5530,5,2763,4,75,9,1
5531,60,1285,22,45,0,0
5532,32,4734,2,55,3,1
5533,9,2259,13,73,9,1
5534,29,266,5,21,8,1
5535,6,3501,22,11,2,1
5536,68,2374,23,60,1,0
5537,52,2105,19,12,5,1
5538,48,485,12,92,0,0
5539,41,1741,26,48,3,0
5540,18,2297,21,13,5,1
5541,37,4797,6,17,8,1
5542,48,4746,29,90,4,0
5543,52,2077,10,76,3,0
5544,26,1932,25,37,3,0
5545,66,399,4,77,0,1
5546,12,1664,1,10,8,1
5547,17,4388,26,85,6,0
5548,67,1247,24,34,4,0
5549,32,2123,21,27,7,1
5550,7,1443,21,94,5,0
5551,14,141,21,24,7,1
5552,39,4605,29,92,9,1
5553,5,2895,18,94,9,1
5554,30,1660,15,8,0,1
5555,21,2371,15,67,0,0
5556,55,1989,25,99,9,1
5557,61,2716,3,95,4,1
5558,23,260,17,78,4,0
5559,30,3130,28,1,1,1
5560,30,353,29,29,1,0
5561,61,141,22,1,0,1
5562,40,2422,4,64,4,1
5563,50,4550,23,34,4,0
5564,67,1219,14,98,3,0
5565,26,2126,11,64,1,0
5566,66,2662,17,84,7,1
5567,60,1226,16,66,3,0
5568,61,1965,29,38,0,0
5569,50,615,3,33,1,1
5570,55,2514,23,8,7,1
5571,70,1494,5,90,6,0
5572,43,3378,3,4,5,1
5573,16,1812,20,43,1,0
5574,37,2740,21,53,3,0
5575,39,3259,9,55,7,1
5576,43,1926,14,55,6,0
5577,40,1948,20,51,4,0
5578,52,3149,28,82,0,0
5579,51,336,17,84,6,0
5580,11,1754,25,21,9,1
5581,13,2800,8,32,7,1
5582,57,824,3,29,3,1
5583,1,840,1,89,1,1
5584,26,1640,26,82,4,0
5585,22,2875,23,71,4,0
5586,69,4559,1,52,9,1
5587,41,912,0,79,5,1
5588,2,4917,9,55,2,0
5589,7,2168,5,22,5,1
5590,15,3453,7,92,4,0
5591,21,358,21,86,7,1
5592,34,2263,19,87,2,0
5593,67,2527,14,11,6,1
5594,26,4907,14,22,3,1
5595,48,2286,20,1,7,1
5596,2,1967,16,47,1,0
5597,22,2508,19,26,1,0
5598,62,2828,21,37,0,0
5599,62,364,20,31,4,0
5600,20,1615,22,55,5,0
5601,10,3263,26,98,9,1
5602,20,2383,23,97,4,0
5603,44,4396,20,82,1,0
5604,13,229,23,19,8,1
5605,38,585,3,19,7,1
5606,8,1137,15,82,1,0
5607,7,1509,8,95,8,1
5608,64,3587,20,25,4,0
5609,1,770,16,25,7,1
5610,16,3372,16,12,5,1
5611,31,2312,18,25,8,1
5612,53,276,1,53,5,1
5613,48,2399,0,15,3,1
5614,54,2343,26,8,7,1
5615,49,3609,28,57,7,1
5616,63,4044,6,61,9,1
5617,12,1606,9,69,7,1
5618,11,1961,26,33,9,1
5619,54,1655,5,34,5,0
5620,51,3457,7,74,4,0
5621,71,3633,10,47,5,0
5622,53,3501,17,15,2,1
5623,64,1599,25,69,3,0
5624,50,1100,5,57,5,0
5625,18,1547,3,87,5,1
5626,45,2325,3,24,3,1
5627,29,2420,8,17,3,1
5628,50,388,2,47,8,1
5629,43,2056,25,54,1,0
5630,38,2524,25,87,0,0
5631,23,3869,25,68,4,0
5632,20,2237,14,33,0,0
5633,5,2166,8,38,7,1
5634,40,935,12,28,3,0
5635,24,1071,22,78,4,0
5636,27,560,25,80,3,0
5637,11,3607,16,91,8,1
5638,20,3743,23,7,7,1
5639,43,2376,13,10,0,1
5640,64,3182,15,12,0,1
5641,34,2862,28,49,3,0
5642,64,1291,3,84,1,1
5643,57,1825,8,34,5,0
5644,26,851,5,71,5,0
5645,54,2039,13,2,0,1
5646,35,467,20,97,7,1
5647,60,484,9,33,1,0
5648,45,4137,27,75,4,0
5649,22,3072,2,23,4,1
5650,59,1163,14,75,1,0
5651,60,679,17,18,4,1
5652,8,284,28,62,1,0
5653,71,450,6,67,0,0
5654,71,4599,23,15,3,1
5655,50,3728,7,93,8,1
5656,13,3085,8,79,0,0
5657,4,893,19,75,8,1
5658,3,4983,23,1,9,1
5659,42,3211,11,36,0,0
5660,43,813,2,53,1,1
5661,19,2234,15,64,9,1
5662,36,2189,22,22,9,1
5663,64,4127,5,97,4,0
5664,60,3132,2,21,8,1
5665,33,1961,6,58,3,0
5666,58,1008,3,87,5,1
5667,28,4408,10,82,8,1
5668,8,201,2,60,5,1
5669,6,2188,28,76,3,0
5670,43,636,17,1,0,1
5671,65,1516,16,43,2,0
5672,46,646,14,31,1,0
5673,4,857,21,97,2,0
5674,70,1758,0,46,6,1
5675,27,4287,1,48,3,1
5676,54,1889,15,86,0,0
5677,8,1828,9,10,4,1
5678,31,3867,13,97,2,0
5679,65,3517,0,5,8,1
5680,71,4798,14,98,5,0
5681,23,3725,14,14,2,1
5682,48,594,25,24,0,1
5683,65,1977,16,9,6,1
5684,36,3785,26,94,0,0
5685,10,1431,8,30,6,0
5686,38,4353,2,69,5,1
5687,10,1104,21,22,0,1
5688,48,646,6,25,4,0
5689,30,537,29,50,2,0
5690,25,2353,13,74,3,0
5691,63,3842,19,72,3,0
5692,10,3430,1,50,1,1
5693,70,1909,24,15,9,1
5694,55,3109,0,90,3,1
5695,49,4509,14,23,3,1
5696,55,2167,26,46,1,0
5697,38,595,10,62,1,0
5698,2,1515,9,90,5,0
5699,49,1472,0,89,5,1
5700,11,3572,18,77,3,0
5701,27,3308,29,81,2,0
5702,24,3800,5,84,2,0
5703,68,751,8,33,3,0
5704,69,1740,10,25,2,0
5705,45,1591,23,2,5,1
5706,44,117,25,3,0,1
5707,58,2926,2,81,6,1
5708,42,1167,24,89,2,0
5709,4,3769,11,43,9,1
5710,2,1250,28,61,5,0
5711,51,898,11,41,6,0
5712,65,478,28,82,1,0
5713,29,1684,6,75,2,0
5714,20,2086,2,8,3,1
5715,35,2013,5,26,5,0
5716,27,4976,25,67,4,0
5717,26,1168,3,10,7,1
5718,24,1387,5,10,9,1
5719,62,2921,11,95,2,0
5720,4,2459,7,93,9,1
5721,54,3759,6,35,4,0
5722,22,3627,5,39,3,0
5723,30,3009,21,37,1,0
5724,17,1243,7,54,6,0
5725,23,2293,27,83,0,0
5726,17,3202,13,42,8,1
5727,60,3425,21,21,2,1
5728,33,4336,6,30,0,0
5729,43,4090,20,15,2,1
5730,30,2505,26,50,2,0
5731,17,1000,21,54,8,1
5732,44,3832,1,28,5,1
5733,16,4808,13,40,5,0
5734,18,1454,29,87,2,0
5735,69,3720,29,11,2,1
5736,5,1480,19,54,5,0
5737,21,2192,17,51,1,0
5738,31,4850,29,36,2,0
5739,67,4717,23,24,3,1
5740,3,4503,13,84,4,0
5741,23,4228,25,39,8,1
5742,26,1670,12,88,5,0
5743,55,1833,21,75,6,0
5744,29,871,19,11,1,1
5745,30,2225,6,65,1,0
5746,19,4703,10,56,1,0
5747,36,3692,2,70,3,1
5748,61,915,2,23,1,1
5749,26,625,20,12,9,1
5750,69,4337,14,60,4,0
5751,52,434,9,36,8,1
5752,42,1771,19,21,4,1
5753,26,767,12,8,1,1
5754,55,108,15,87,6,0
5755,48,3402,0,3,8,1
5756,11,2630,10,36,4,0
5757,63,122,9,29,6,0
5758,61,4474,28,51,9,1
5759,64,2341,26,58,2,0
5760,71,3887,2,14,8,1
5761,6,3201,25,79,5,0
5762,49,4843,6,42,0,0
5763,56,2226,20,47,1,0
5764,42,3419,29,24,1,1
5765,30,1466,3,63,0,1
5766,38,3002,13,52,7,1
5767,1,2922,28,33,8,1
5768,1,1857,2,38,6,1
5769,16,4324,16,83,6,0
5770,51,173,24,96,6,0
5771,6,3495,19,44,4,0
5772,65,4921,16,54,8,1
5773,4,1356,9,8,7,1
5774,50,2904,6,52,0,0
5775,64,3205,27,63,4,0
5776,20,925,29,53,3,0
5777,58,3365,12,41,5,0
5778,48,1332,7,38,8,1
5779,68,1250,25,9,7,1
5780,66,3239,8,46,4,0
5781,11,1448,21,25,1,0
5782,1,823,28,85,3,0
5783,8,4475,6,38,3,0
5784,57,1873,13,51,1,0
5785,12,3673,0,64,3,1
5786,51,3984,22,17,1,1
5787,16,4513,29,24,2,1
5788,32,4604,20,37,6,0
5789,62,759,28,39,2,0
5790,56,580,11,16,4,1
5791,13,2286,6,97,4,0
5792,62,4226,25,39,3,0
5793,48,387,14,6,1,1
5794,36,572,29,88,9,1
5795,37,3541,14,67,7,1
5796,65,2319,29,21,1,1
5797,24,129,5,64,5,0
5798,1,1691,19,56,2,0
5799,66,1343,29,96,9,1
5800,49,3711,0,75,3,1
5801,5,2319,15,87,2,0
5802,57,3617,27,66,9,1
5803,4,1959,9,78,7,1
5804,14,942,8,18,6,1
5805,63,765,5,76,3,0
5806,43,2050,26,78,0,0
5807,32,2024,9,29,8,1
5808,47,500,27,8,8,1
5809,71,967,12,25,8,1
5810,30,3847,29,11,2,1
5811,18,1853,6,65,4,0
5812,48,2288,7,84,4,0
5813,38,1875,11,52,3,0
5814,13,640,0,97,2,1
5815,62,4889,11,82,7,1
5816,61,4424,24,34,0,0
5817,33,490,8,95,3,0
5818,58,3073,0,58,8,1
5819,33,3511,17,84,8,1
5820,23,3620,5,63,8,1
5821,10,3474,27,15,6,1
5822,44,4241,11,41,4,0
5823,70,4247,28,90,9,1
5824,39,4882,3,93,7,1
5825,5,4670,6,86,4,0
5826,38,4465,15,61,8,1
5827,6,922,17,94,7,1
5828,34,1420,3,98,2,1
5829,18,486,21,70,3,0
5830,9,3966,9,62,8,1
5831,16,1496,9,70,2,0
5832,30,4918,18,88,2,0
5833,53,4772,28,12,2,1
5834,17,1458,12,75,5,0
5835,36,1931,18,85,3,0
5836,66,3146,16,78,8,1
5837,21,953,18,41,7,1
5838,39,2447,18,61,0,0
5839,13,4697,24,52,5,0
5840,5,355,13,46,9,1
5841,63,2694,24,42,7,1
5842,68,840,0,99,3,1
5843,54,2338,8,32,9,1
5844,10,337,23,56,3,0
5845,26,4004,21,17,0,1
5846,22,693,26,98,8,1
5847,35,4422,7,62,6,0
5848,24,1192,24,55,4,0
5849,21,4485,4,70,4,1
5850,50,2115,17,45,6,0
5851,53,798,3,76,7,1
5852,40,286,13,50,2,0
5853,3,510,5,41,0,0
5854,50,4261,1,63,4,1
5855,21,1015,12,1,1,1
5856,7,683,20,52,1,0
5857,70,4759,19,93,6,0
5858,32,3920,3,50,6,1
5859,4,3657,0,93,0,1
5860,32,1124,7,21,8,1
5861,12,317,17,3,7,1
5862,22,2764,21,71,1,0
5863,42,591,0,60,3,1
5864,2,2648,7,11,8,1
5865,59,4812,2,94,6,1
5866,23,2375,26,28,0,0
5867,43,1329,15,15,4,1
5868,9,4940,5,31,3,0
5869,21,3036,11,21,7,1
5870,71,2688,5,69,0,0
5871,55,4318,7,29,4,0
5872,52,3811,22,29,6,0
5873,15,3006,4,8,7,1
5874,3,4128,24,16,6,1
5875,63,4290,17,92,7,1
5876,28,1666,27,77,8,1
5877,8,496,21,42,9,1
5878,42,4923,9,74,6,0
5879,22,3677,29,13,0,1
5880,44,2862,0,99,0,1
5881,20,472,5,5,3,1
5882,39,3012,6,40,8,1
5883,39,4748,16,14,3,1
5884,44,4007,21,46,4,0
5885,10,1843,1,42,6,1
5886,2,3553,18,67,8,1
5887,18,4247,16,55,6,0
5888,15,792,28,52,3,0
5889,58,3146,12,77,3,0
5890,20,851,5,88,1,0
5891,42,2366,15,52,6,0
5892,43,2556,19,46,4,0
5893,42,4517,0,25,3,1
5894,23,1174,17,68,8,1
5895,40,3011,18,76,6,0
5896,8,4643,12,54,5,0
5897,29,4538,29,1,9,1
5898,32,2974,25,76,6,0
5899,4,2566,20,85,9,1
5900,15,829,2,8,4,1
5901,68,3277,1,56,9,1
5902,56,2350,25,76,7,1
5903,69,3965,2,35,9,1
5904,52,1499,0,55,8,1
5905,35,2886,27,42,7,1
5906,42,1385,12,22,0,1
5907,28,2036,6,39,0,0
5908,18,1268,21,22,1,1
5909,27,3397,1,7,2,1
5910,65,4175,4,53,1,1
5911,51,3465,4,72,9,1
5912,54,419,25,78,4,0
5913,22,3145,1,19,5,1
5914,9,1778,4,93,7,1
5915,10,978,2,61,2,1
5916,13,4517,9,57,9,1
5917,17,1809,29,62,2,0
5918,26,4667,21,77,6,0
5919,64,896,11,90,9,1
5920,12,430,26,33,4,0
5921,48,4071,10,87,3,0
5922,20,2755,22,4,4,1
5923,26,2812,23,90,8,1
5924,43,1039,8,96,6,0
5925,44,4045,14,48,9,1
5926,55,1344,13,31,5,0
5927,39,106,26,71,3,0
5928,20,3233,5,2,7,1
5929,7,2704,13,56,4,0
5930,5,1850,25,85,7,1
5931,58,2322,12,3,6,1
5932,4,4719,10,38,5,0
5933,10,810,2,57,9,1
5934,6,4508,4,65,7,1
5935,57,4069,24,54,9,1
5936,71,4172,1,34,8,1
5937,30,2425,4,97,2,1
5938,53,2950,24,60,2,0
5939,45,4224,28,91,5,0
5940,5,455,18,52,8,1
5941,37,1883,6,42,4,0
5942,11,1999,22,37,0,0
5943,23,3281,21,6,4,1
5944,55,1772,9,27,7,1
5945,50,2510,9,21,3,1
5946,4,2567,6,52,7,1
5947,54,2122,15,3,5,1
5948,27,4342,16,95,4,0
5949,33,1810,0,36,3,1
5950,1,2021,17,49,7,1
5951,16,2401,18,75,1,0
5952,54,3921,8,58,4,0
5953,29,2787,0,50,8,1
5954,25,3727,5,62,6,0
5955,16,255,19,26,7,1
5956,59,481,22,14,3,1
5957,26,191,13,67,4,0
5958,67,309,0,47,5,1
5959,1,2972,26,17,3,1
5960,61,3351,10,21,5,1
5961,68,2064,9,1,0,1
5962,18,4144,27,8,7,1
5963,50,3957,2,51,6,1
5964,19,4015,21,46,7,1
5965,41,3174,17,17,7,1
5966,62,2200,17,4,3,1
5967,4,2240,7,29,0,0
5968,2,568,12,85,0,0
5969,45,4523,7,33,4,0
5970,38,2716,23,50,0,0
5971,63,2891,8,2,6,1
5972,63,1489,13,14,3,1
5973,22,3071,12,83,5,0
5974,25,2649,3,84,3,1
5975,60,4302,12,66,9,1
5976,8,1414,0,33,1,1
5977,58,3903,29,34,2,0
5978,28,3868,21,1,0,1
5979,32,3167,1,10,4,1
5980,46,2441,20,67,5,0
5981,38,4902,18,90,8,1
5982,59,2000,25,58,0,0
5983,43,2369,1,26,3,1
5984,29,3644,24,22,2,1
5985,21,1947,22,28,0,0
5986,23,2922,14,27,9,1
5987,40,3517,5,57,2,0
5988,2,4121,25,29,2,0
5989,1,205,11,28,3,0
5990,13,333,11,49,3,0
5991,28,4886,20,27,3,0
5992,6,1290,24,88,8,1
5993,55,1813,19,17,1,1
5994,66,3381,11,49,2,0
5995,26,3775,21,8,1,1
5996,8,2695,28,80,2,0
5997,6,558,11,80,9,1
5998,59,4806,23,17,6,1
5999,20,3024,8,86,2,0
6000,68,3115,26,7,6,1
6001,62,3187,14,43,5,0
6002,30,3313,0,93,2,1
6003,62,3825,20,56,3,0
6004,50,1422,4,66,0,1
6005,52,4525,22,15,5,1
6006,12,2635,10,98,6,0
6007,43,391,20,22,3,1
6008,60,4600,22,44,1,0
6009,67,4206,25,70,3,0
6010,34,1843,16,35,6,0
6011,7,2900,27,55,1,0
6012,39,3795,18,35,6,0
6013,11,3909,4,46,3,1
6014,17,1553,3,50,6,1
6015,33,1388,10,68,4,0
6016,14,3166,13,71,4,0
6017,39,4978,12,72,7,1
6018,16,775,7,97,5,0
6019,2,3376,5,25,1,0
6020,48,3818,13,31,1,0
6021,63,2205,14,40,2,0
6022,69,3579,3,67,9,1
6023,36,2517,1,88,2,1
6024,2,2120,20,43,2,0
6025,38,494,6,20,1,1
6026,57,2684,18,55,4,0
6027,62,2564,11,70,6,0
6028,27,3430,6,86,5,0
6029,14,2765,29,49,2,0
6030,27,2775,10,90,7,1
6031,31,1460,21,87,1,0
6032,46,2451,13,60,3,0
6033,15,3343,6,32,2,0
6034,39,347,19,25,0,0
6035,57,3530,0,40,9,1
6036,16,1318,11,95,8,1
6037,32,2398,17,63,4,0
6038,55,4833,28,7,1,1
6039,59,1465,5,88,8,1
6040,41,4082,0,31,1,1
6041,35,1247,12,60,2,0
6042,70,1417,5,1,2,1
6043,31,2768,19,44,2,0
6044,3,4689,2,43,4,1
6045,14,3273,2,77,8,1
6046,17,2184,3,61,9,1
6047,33,4269,29,36,2,0
6048,17,3278,23,12,6,1
6049,60,2807,2,53,8,1
6050,64,905,1,22,2,1
6051,30,3711,5,75,1,0
6052,35,4241,12,23,5,1
6053,29,1146,9,80,7,1
6054,56,4962,5,43,2,0
6055,46,2579,9,70,1,0
6056,50,1316,12,37,3,0
6057,42,1513,26,98,0,0
6058,41,2549,22,63,4,0
6059,45,3817,24,27,0,0
6060,5,4186,11,91,2,0
6061,58,4628,26,51,8,1
6062,12,775,13,56,0,0
6063,55,420,27,28,3,0
6064,24,3485,26,68,0,0
6065,46,3930,8,95,2,0
6066,61,459,1,77,6,1
6067,7,4183,22,99,2,0
6068,38,2685,20,82,2,0
6069,44,3381,14,17,7,1
6070,8,4669,3,33,7,1
6071,20,1974,18,34,2,0
6072,44,3864,22,98,9,1
6073,30,1122,22,94,7,1
6074,62,4322,20,26,6,0
6075,67,1387,16,40,9,1
6076,65,1530,0,99,5,1
6077,21,2762,1,72,5,1
6078,36,1772,3,61,8,1
6079,2,2564,23,29,6,0
6080,26,3293,26,17,0,1
6081,49,4671,25,75,6,0
6082,41,565,2,30,6,1
6083,44,209,17,48,4,0
6084,49,3248,21,13,2,1
6085,29,3949,6,80,6,0
6086,59,3231,22,65,2,0
6087,14,2348,1,57,3,1
6088,25,1374,28,5,5,1
6089,36,3299,17,11,2,1
6090,30,1994,15,24,4,1
6091,43,3974,4,27,4,1
6092,8,2606,8,23,8,1
6093,66,670,20,39,7,1
6094,43,3408,18,67,2,0
6095,24,1329,3,77,6,1
6096,25,1132,28,37,3,0
6097,27,2029,17,39,4,0
6098,15,2315,21,33,9,1
6099,47,3790,18,73,2,0
6100,15,2913,29,19,6,1
6101,36,4546,5,79,6,0
6102,22,237,26,82,9,1
6103,67,4083,17,25,0,0
6104,25,2451,11,76,6,0
6105,24,4907,16,11,1,1
6106,10,904,7,4,9,1
6107,47,2610,1,25,8,1
6108,1,1100,28,67,3,0
6109,24,3093,0,67,9,1
6110,64,565,25,4,5,1
6111,24,3251,16,70,4,0
6112,8,2848,11,63,8,1
6113,29,3935,12,23,8,1
6114,65,1202,0,61,1,1
6115,49,2869,2,24,3,1
6116,15,3267,9,21,9,1
6117,71,3517,2,38,6,1
6118,30,952,11,94,1,0
6119,50,4020,10,56,4,0
6120,35,1168,3,21,5,1
6121,20,2916,24,26,4,0
6122,25,3984,1,43,4,1
6123,20,2205,7,76,3,0
6124,1,3310,11,99,7,1
6125,58,1885,14,32,8,1
6126,67,1783,8,24,0,1
6127,29,3205,27,27,9,1
6128,6,3877,13,43,9,1
6129,64,1428,17,79,6,0
6130,71,2710,27,22,3,1
6131,5,3445,9,72,0,0
6132,30,2551,14,39,3,0
6133,69,2421,17,43,2,0
6134,38,982,9,16,8,1
6135,45,4739,0,95,9,1
6136,54,2815,12,63,5,0
6137,50,821,15,88,6,0
6138,14,3545,27,7,7,1
6139,27,2662,25,59,5,0
6140,71,4538,4,60,1,1
6141,44,1497,27,56,7,1
6142,5,667,6,70,9,1
6143,12,1490,19,37,9,1
6144,49,2901,21,4,7,1
6145,11,173,16,24,5,1
6146,51,2510,1,23,5,1
6147,2,2702,17,58,5,0
6148,53,865,25,28,4,0
6149,59,3138,3,35,6,1
6150,68,4691,26,22,6,1
6151,57,3041,26,56,1,0
6152,58,4275,6,40,8,1
6153,71,3645,10,22,1,1
6154,1,245,27,93,7,1
6155,40,2308,16,68,0,0
6156,3,2724,26,61,0,0
6157,19,3163,16,56,7,1
6158,41,3103,12,19,7,1
6159,31,2458,3,69,8,1
6160,52,183,6,43,4,0
6161,58,993,29,37,3,0
6162,63,2296,7,15,0,1
6163,44,3905,6,72,0,0
6164,14,1957,17,76,5,0
6165,35,405,10,1,1,1
6166,36,2222,18,91,6,0
6167,17,3572,12,68,3,0
6168,63,957,27,29,6,0
6169,66,3546,28,99,6,0
6170,66,3902,5,67,7,1
6171,67,1488,4,22,1,1
6172,70,1340,1,65,9,1
6173,65,4021,14,10,1,1
6174,43,1372,9,78,1,0
6175,29,2839,6,31,2,0
6176,1,4579,18,21,0,1
6177,56,4877,9,20,4,1
6178,25,4639,21,43,5,0
6179,27,3377,24,21,9,1
6180,4,3597,15,67,4,0
6181,19,4123,27,23,2,1
6182,12,3492,11,45,6,0
6183,11,435,1,10,7,1
6184,66,369,26,92,9,1
6185,13,4127,23,8,9,1
6186,8,4256,26,23,0,1
6187,60,305,18,36,0,0
6188,52,4173,11,3,7,1
6189,23,1264,4,37,0,1
6190,34,949,28,1,0,1
6191,19,2942,29,61,0,0
6192,37,4001,29,3,0,1
6193,47,2691,14,37,3,0
6194,23,2382,3,13,8,1
6195,33,2758,0,32,5,1
6196,54,3942,4,66,8,1
6197,44,3625,0,63,8,1
6198,31,1345,17,81,2,0
6199,31,1532,6,39,4,0
6200,16,366,21,55,4,0
6201,33,626,2,61,4,1
6202,41,586,1,63,6,1
6203,32,1368,22,1,0,1
6204,35,3385,29,22,1,1
6205,66,2153,15,54,4,0
6206,35,1774,23,93,9,1
6207,16,2685,13,61,5,0
6208,9,4180,11,7,6,1
6209,18,284,23,82,5,0
6210,61,112,22,59,0,0
6211,25,3837,22,40,3,0
6212,34,1050,13,81,0,0
6213,65,4225,15,28,3,0
6214,48,2374,19,81,7,1
6215,34,2487,22,68,6,0
